TOTAL POI INVENTORY & CRITICAL WEIGHT ANALYSIS 2026
==========================================================================================

CITY: BIALYSTOK
Total recognized POI types: 79
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
social_facility                | T2_STRATEGIC_HUB     |    22 |      1559048.21
fire_station                   | T2_STRATEGIC_HUB     |    24 |      1320252.27
courthouse                     | T2_STRATEGIC_HUB     |     6 |      1213126.01
supermarket                    | T2_STRATEGIC_HUB     |    77 |      1131197.13
police                         | T2_STRATEGIC_HUB     |    10 |       863184.34
department_store               | T2_STRATEGIC_HUB     |     6 |       654447.04
townhall                       | T2_STRATEGIC_HUB     |     8 |       649979.86
government                     | T2_STRATEGIC_HUB     |    29 |       629999.74
water_park                     | T3_LOCAL_CORE        |     1 |       159609.18
kindergarten                   | T3_LOCAL_CORE        |    56 |       156110.35
clinic                         | T3_LOCAL_CORE        |    47 |       110583.11
sports_hall                    | T3_LOCAL_CORE        |     5 |       106129.13
theatre                        | T3_LOCAL_CORE        |     5 |       105054.17
swimming_pool                  | T3_LOCAL_CORE        |    20 |        68736.59
cinema                         | T3_LOCAL_CORE        |     3 |        66521.31
language_school                | T3_LOCAL_CORE        |     4 |        66074.44
library                        | T3_LOCAL_CORE        |    19 |        63655.54
driving_school                 | T3_LOCAL_CORE        |    33 |        62799.79
doctors                        | T3_LOCAL_CORE        |    47 |        62252.37
dentist                        | T3_LOCAL_CORE        |    56 |        61981.46
park                           | T4_DAILY_SERVICE     |    73 |        14767.27
place_of_worship               | T4_DAILY_SERVICE     |   141 |         9146.61
garden                         | T4_DAILY_SERVICE     |  6694 |         7144.58
pet                            | T4_DAILY_SERVICE     |    11 |         6450.36
hardware                       | T4_DAILY_SERVICE     |    14 |         6412.93
bureau_de_change               | T4_DAILY_SERVICE     |    14 |         6412.93
electronics                    | T4_DAILY_SERVICE     |    18 |         6373.94
post_office                    | T4_DAILY_SERVICE     |    29 |         6300.00
optician                       | T4_DAILY_SERVICE     |    30 |         6294.74
shoes                          | T4_DAILY_SERVICE     |    35 |         6270.87
charging_station               | T4_DAILY_SERVICE     |    38 |         6258.13
furniture                      | T4_DAILY_SERVICE     |    39 |         6254.11
bakery                         | T4_DAILY_SERVICE     |    44 |         6235.44
butcher                        | T4_DAILY_SERVICE     |    48 |         6221.98
florist                        | T4_DAILY_SERVICE     |    48 |         6221.98
bank                           | T4_DAILY_SERVICE     |    54 |         6203.77
pharmacy                       | T4_DAILY_SERVICE     |    72 |         6159.33
fuel                           | T4_DAILY_SERVICE     |    73 |         6157.20
clothes                        | T4_DAILY_SERVICE     |   213 |         5992.87
convenience                    | T4_DAILY_SERVICE     |   254 |         5966.12
community_centre               | T5_SPEC_GASTRO       |    34 |         1039.98
food_court                     | T5_SPEC_GASTRO       |    25 |          756.35
nightclub                      | T5_SPEC_GASTRO       |     4 |          660.74
pub                            | T5_SPEC_GASTRO       |    12 |          643.69
arts_centre                    | T5_SPEC_GASTRO       |    13 |          642.44
chemist                        | T5_SPEC_GASTRO       |    18 |          637.39
bar                            | T5_SPEC_GASTRO       |    20 |          635.76
cafe                           | T5_SPEC_GASTRO       |    25 |          632.30
company                        | T5_SPEC_GASTRO       |    30 |          629.47
beauty                         | T5_SPEC_GASTRO       |    52 |          620.96
car_wash                       | T5_SPEC_GASTRO       |    55 |          620.09
fast_food                      | T5_SPEC_GASTRO       |    64 |          617.75
car_repair                     | T5_SPEC_GASTRO       |    81 |          614.12
hairdresser                    | T5_SPEC_GASTRO       |    95 |          611.66
restaurant                     | T5_SPEC_GASTRO       |   137 |          606.03
playground                     | T6_MICRO_INFRA       |   428 |            9.29
newsagent                      | T6_MICRO_INFRA       |     7 |            6.52
fountain                       | T6_MICRO_INFRA       |    17 |            6.38
toilets                        | T6_MICRO_INFRA       |    25 |            6.32
atm                            | T6_MICRO_INFRA       |    61 |            6.18
kiosk                          | T6_MICRO_INFRA       |    62 |            6.18
picnic_table                   | T6_MICRO_INFRA       |    82 |            6.14
vending_machine                | T6_MICRO_INFRA       |   122 |            6.08
parcel_locker                  | T6_MICRO_INFRA       |   228 |            5.98

==========================================================================================

CITY: RZESZOW
Total recognized POI types: 80
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
------------------------------------------------------------------------------------------
aerodrome                      | T0_MEGA_HUB          |     4 |    170884406.47
apron                          | T0_MEGA_HUB          |    10 |     96553208.40
hangar                         | T0_MEGA_HUB          |    20 |     59309595.22
ferry_terminal                 | T0_MEGA_HUB          |     3 |     36045765.56
terminal                       | T0_MEGA_HUB          |    36 |     33959733.75
station                        | T0_MEGA_HUB          |    73 |     33368320.48
hospital                       | T1_REGIONAL_MAGNET   |    22 |     21562360.56
stadium                        | T1_REGIONAL_MAGNET   |    31 |     20437783.28
university                     | T1_REGIONAL_MAGNET   |    22 |     19769319.63
college                        | T1_REGIONAL_MAGNET   |    39 |      6778536.69
prison                         | T2_STRATEGIC_HUB     |     1 |      2860046.26
school                         | T2_STRATEGIC_HUB     |   505 |      1730964.60
mall                           | T2_STRATEGIC_HUB     |    53 |      1422098.99
courthouse                     | T2_STRATEGIC_HUB     |     9 |      1394039.95
department_store               | T2_STRATEGIC_HUB     |    11 |      1386797.82
townhall                       | T2_STRATEGIC_HUB     |    54 |      1048394.38
social_facility                | T2_STRATEGIC_HUB     |    70 |      1048049.99
police                         | T2_STRATEGIC_HUB     |    38 |       678288.81
government                     | T2_STRATEGIC_HUB     |   138 |       656758.45
supermarket                    | T2_STRATEGIC_HUB     |   318 |       642989.48
fire_station                   | T2_STRATEGIC_HUB     |   411 |       638811.70
water_park                     | T3_LOCAL_CORE        |     2 |       204004.87
sports_hall                    | T3_LOCAL_CORE        |    16 |       135473.82
kindergarten                   | T3_LOCAL_CORE        |   255 |       118675.44
swimming_pool                  | T3_LOCAL_CORE        |    42 |        79388.69
nursing_home                   | T3_LOCAL_CORE        |     5 |        71233.16
cinema                         | T3_LOCAL_CORE        |     9 |        70245.72
language_school                | T3_LOCAL_CORE        |    10 |        70068.77
music_school                   | T3_LOCAL_CORE        |    11 |        69908.71
theatre                        | T3_LOCAL_CORE        |    12 |        69762.59
driving_school                 | T3_LOCAL_CORE        |    14 |        69503.77
clinic                         | T3_LOCAL_CORE        |    61 |        67036.73
library                        | T3_LOCAL_CORE        |    81 |        66563.03
